NAME,TYPE,RESOURCE GROUP,LOCATION,SUBSCRIPTION
hedge-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
hedge-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
hedge-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
hedge-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
hedge-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
hedge-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
HubDevTest-ip,Public IP address,Company1hubrandd,West US,Dataapp Dev/Test
HubDevTest-nsg,Network security group,Company1hubrandd,West US,Dataapp Dev/Test
hubdevtest738,Network Interface,Company1hubrandd,West US,Dataapp Dev/Test
HubDevTest_OsDisk_1_7cd8df0226b04b8798ed69075c8cb132,Disk,Company1hubrandd,West US,Dataapp Dev/Test
inbound api v2-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test
inbound-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test
inbound-api-swagger-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test
ingestion engine core-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test
ingestion-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test
ingestion-api-swagger-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test
ingress-csdev-sftp-pip-001,Public IP address,usdt-Dataapp-csdev-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
ingress-qa-sftp-pip-001,Public IP address,fa-qa-sftp-rg-001,Central US,Dataapp Dev/Test
ingress-test-sftp-pip-001,Public IP address,usdt-Dataapp-test-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
ismsstorage,Storage account,isms-resources,West US,Cashapp Dev/Test
kapp-int-dev,Virtual machine,kapp-integration-dev,West US 2,Cashapp Dev/Test
kapp-int-dev-gwy-ip,Public IP address,kapp-integration-dev,West US 2,Cashapp Dev/Test
kapp-int-dev-ip,Public IP address,kapp-integration-dev,West US 2,Cashapp Dev/Test
kapp-int-dev-nsg,Network security group,kapp-integration-dev,West US 2,Cashapp Dev/Test
kapp-int-dev80,Network Interface,kapp-integration-dev,West US 2,Cashapp Dev/Test
kapp-int-dev_OsDisk_1_f75dc92cadc24e25a8aa1eb786023bc0,Disk,kapp-integration-dev,West US 2,Cashapp Dev/Test
kapp-int-qa,Virtual machine,kapp-integration-qa,West US 2,Cashapp Dev/Test
kapp-int-qa-gwy-ip,Public IP address,kapp-integration-qa,West US 2,Cashapp Dev/Test
kapp-int-qa-ip,Public IP address,kapp-integration-qa,West US 2,Cashapp Dev/Test
kapp-int-qa-nsg,Network security group,kapp-integration-qa,West US 2,Cashapp Dev/Test
kapp-int-qa80,Network Interface,kapp-integration-qa,West US 2,Cashapp Dev/Test
kapp-int-qa_disk1_075bcb8522b04d9cb903682a6957679c,Disk,kapp-integration-qa,West US 2,Cashapp Dev/Test
kapp-integration-dev-vnet,Virtual network,kapp-integration-dev,West US 2,Cashapp Dev/Test
kapp-integration-dev-vnet-identity,Managed Identity,kapp-integration-dev,West US 2,Cashapp Dev/Test
kapp-integration-qa-vnet,Virtual network,kapp-integration-qa,West US 2,Cashapp Dev/Test
kapp-integration-qa-vnet-identity,Managed Identity,kapp-integration-qa,West US 2,Cashapp Dev/Test
kappintegrationdevdiag,Storage account,kapp-integration-dev,West US 2,Cashapp Dev/Test
kappintegrationqadiag,Storage account,kapp-integration-qa,West US 2,Cashapp Dev/Test
keyvault,API Connection,fa-dev-logic,Central US,Dataapp Dev/Test
keyvault,API Connection,fa-qa-logic,Central US,Dataapp Dev/Test
keyvault,API Connection,fa-uat-logic,Central US,Dataapp Dev/Test
keyvault,API Connection,usdt-Dataapp-csdev-logic-centralus-rg-001,Central US,Dataapp Dev/Test
kubernetes,Load balancer,mc_usdt-aks-devops-centralus-rg-01_usdt-aks-devops-clstr-01_centralus,Central US,DevOps Dev/Test
ky-cnx-dummy,Logic App (Standard),Company1-cnx-erptk,West US,Dataapp Dev/Test
ky-cnx-dummy,Application Insights,Company1-cnx-erptk,West US,Dataapp Dev/Test
ky-dy-payment-status-update,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test
ky-hilton-hedge-in,Logic app,ky-hilton-wf,Central US,Dataapp Dev/Test
ky-hilton-rates-in,Logic app,ky-hilton-wf,Central US,Dataapp Dev/Test
kydev-ddda8104,Virtual network,kydev,West US,Dynamics Dev/Test
kydev-networksecuritygroup,Network security group,kydev,West US,Dynamics Dev/Test
kydev9a97100216a31966,Storage account,kydev,West US,Dynamics Dev/Test
kydevdev,Public IP address,kydev,West US,Dynamics Dev/Test
kygold-193152b6,Virtual network,kygold,West US,Dynamics Dev/Test
kygold-networksecuritygroup,Network security group,kygold,West US,Dynamics Dev/Test
kygold94d404ec956b002f,Storage account,kygold,West US,Dynamics Dev/Test
kygolddemo,Public IP address,kygold,West US,Dynamics Dev/Test
kyr-Cashapp-qa-nsg,Network security group,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test
kyr-dev-api-vault,Key vault,kyr-api-dev,West US 2,Dataapp Dev/Test
kyr-devops,Function App,devops,West US 2,Cashapp Dev/Test
kyr-devops,Application Insights,devops,West US 2,Cashapp Dev/Test
kyr-devops-law,Log Analytics workspace,devops,West US,Cashapp Dev/Test
kyr-gateway-qa,Public IP address,usdt-Cashapp-qa-centralus-rg-001,West US 2,Cashapp Dev/Test
kyrCashappuatsqlstorage,Storage account,kyr-Cashapp-uat,West US 2,Cashapp Dev/Test
Company1-buddybot,Cognitive Service,ca-dev,Global,Cashapp Dev/Test
Company1-cnx-cashmgmt-test,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-context,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-context-service,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-context-service,API Connection,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
Company1-cnx-context-service,API Connection,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test
Company1-cnx-context-service,Logic apps custom connector,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test
Company1-cnx-context-service-1,API Connection,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
Company1-cnx-customer-metadata,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-d365-Cashapp,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-d365-fx-extract,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-d365-glrecon,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-d365-glx,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-d365-odata,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-d365-payments-reset,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-d365-py-reset-linkid,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-dynamics-frank,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-cnx-dynamics-payments,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-dynamics-payments-frank,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-cnx-dynamics-status-update,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-cnx-dynamics-statusupdate,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-dynamics-statusupdate-csv,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-cnx-dynamics-statusupdate-frank,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-cnx-infor-masterdata,Logic app,Company1-cnx-infor,West Central US,Dataapp Dev/Test
Company1-cnx-infor-payments,Logic app,Company1-cnx-infor,West US,Dataapp Dev/Test
Company1-cnx-infor-payments-frank,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-cnx-infor-wires,Logic app,Company1-cnx-infor,West US,Dataapp Dev/Test
Company1-cnx-logicapp-monitor,Log Analytics workspace,Company1-cnx-monitor-log,West US,Dataapp Dev/Test
Company1-cnx-orclcloud-pt-pystatus,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test
Company1-cnx-orclebs-pystatus,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test
Company1-cnx-pt-export,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test
Company1-cnx-pt-import,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test
Company1-cnx-pt-pystatus,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test
Company1-cnx-sap-scf-import,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
Company1-cnx-scratch,Logic app,Company1-cnx-infor,West Central US,Dataapp Dev/Test
Company1-cnx-send-to-balance-sheet,Logic app,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test
Company1-D365-Connector,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
Company1-D365-Connector,Logic apps custom connector,fa-dev-infrastructure,Central US,Dataapp Dev/Test
Company1-D365-Integrations-Test,Virtual network,Company1-test,West US,Dynamics Dev/Test
Company1-d365-payment-api,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-data-hub-inbound,API Connection,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-data-hub-inbound,Logic apps custom connector,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-data-hub-inbound,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-data-hub-inbound,API Connection,Company1-cnx-infor,West US,Dataapp Dev/Test
Company1-Dataapp-msgbus,API Connection,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-Dataapp-msgbus,Logic apps custom connector,fa-dev-infrastructure,West US,Dataapp Dev/Test
Company1-dev-networksecuritygroup,Network security group,Company1-dev,West US,Dynamics Dev/Test
Company1-devdev,Public IP address,Company1-dev,West US,Dynamics Dev/Test
Company1-erp-import,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-erp-import,API Connection,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
Company1-erp-import,Logic apps custom connector,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test
Company1-erp-import-1,API Connection,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
Company1-gold-d3f9b184,Virtual network,Company1-gold,West US,Dynamics Dev/Test
Company1-gold-networksecuritygroup,Network security group,Company1-gold,West US,Dynamics Dev/Test
Company1-golddemo,Public IP address,Company1-gold,West US,Dynamics Dev/Test
Company1-hackdemo-d365-Cashapp,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-Integration-Context-Service,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-Integration-Context-Service,API Connection,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test
Company1-Integration-Context-Service,Logic apps custom connector,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test
Company1-oracle-ebs-payments,Logic app,Company1-cnx-oracle,West US,Dataapp Dev/Test
Company1-oracle-payment-recevier,Logic App (Standard),Company1-cnx-oracle,East US,Dataapp Dev/Test
Company1-oracle-payment-recevier,Application Insights,Company1-cnx-oracle,East US,Dataapp Dev/Test
Company1-Send-FX-Balance-Sheet,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1-Send-FX-Balance-Sheet,Logic apps custom connector,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test
Company1-test-networksecuritygroup,Network security group,Company1-test,West US,Dynamics Dev/Test
Company1-testdev,Public IP address,Company1-test,West US,Dynamics Dev/Test
Company1_D365_Integrations,Virtual network,Company1-dev,West US,Dynamics Dev/Test
Company1cnxoracle9bde,Storage account,Company1-cnx-oracle,East US,Dataapp Dev/Test
Company1Dev-1,Virtual machine,Company1-dev,West US,Dynamics Dev/Test
Company1dev-1,SQL virtual machine,Company1-dev,West US,Dynamics Dev/Test
Company1Dev-buildDisk,Disk,Company1-dev,West US,Dynamics Dev/Test
Company1Dev-dataDisk0,Disk,Company1-dev,West US,Dynamics Dev/Test
Company1Dev-dataDisk1,Disk,Company1-dev,West US,Dynamics Dev/Test
Company1Dev-dataDisk2,Disk,Company1-dev,West US,Dynamics Dev/Test
Company1dev-loadbalancer,Load balancer,Company1-dev,West US,Dynamics Dev/Test
Company1Dev-nic-0,Network Interface,Company1-dev,West US,Dynamics Dev/Test
Company1Dev-osdisk,Disk,Company1-dev,West US,Dynamics Dev/Test
Company1devbdccae09724c663,Storage account,Company1-dev,West US,Dynamics Dev/Test
Company1ERPConnector,Logic apps custom connector,Company1-cnx-dynamics,West US,Dataapp Dev/Test
Company1gold935fe11060a0b9,Storage account,Company1-gold,West US,Dynamics Dev/Test
Company1HubRandD-vnet,Virtual network,Company1hubrandd,West US,Dataapp Dev/Test
Company1hubrandddiag,Storage account,Company1hubrandd,West US,Dataapp Dev/Test
Company1Test-1,Virtual machine,Company1-test,West US,Dynamics Dev/Test
Company1test-1,SQL virtual machine,Company1-test,West US,Dynamics Dev/Test
Company1Test-buildDisk,Disk,Company1-test,West US,Dynamics Dev/Test
Company1Test-dataDisk0,Disk,Company1-test,West US,Dynamics Dev/Test
Company1Test-dataDisk1,Disk,Company1-test,West US,Dynamics Dev/Test
Company1Test-dataDisk2,Disk,Company1-test,West US,Dynamics Dev/Test
Company1test-loadbalancer,Load balancer,Company1-test,West US,Dynamics Dev/Test
Company1Test-nic-0,Network Interface,Company1-test,West US,Dynamics Dev/Test
Company1Test-osdisk,Disk,Company1-test,West US,Dynamics Dev/Test
Company1test4d81a214b88aba,Storage account,Company1-test,West US,Dynamics Dev/Test
kyruatdatalogs,Storage account,sf-data-uat,West US 2,Cashapp Dev/Test
kytest-0b8c7337,Virtual network,kytest,West US,Dynamics Dev/Test
kytest-networksecuritygroup,Network security group,kytest,West US,Dynamics Dev/Test
kytest273798c7b1031135,Storage account,kytest,West US,Dynamics Dev/Test
kytestdev,Public IP address,kytest,West US,Dynamics Dev/Test
label-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
label-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
label-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
label-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
label-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
label-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
label-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
LB-kyr-Cashapp-qa-nt1vm,Load balancer,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test
log-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
log-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
log-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
log-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
log-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
log-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
log-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
LogicAppsManagement(fa-platform-oms-ws),Solution,fa-dev-infrastructure,East US,Dataapp Dev/Test
LogicAppsManagement(Company1-cnx-logicapp-monitor),Solution,Company1-cnx-monitor-log,West US,Dataapp Dev/Test
msgbus api  v2  oas3-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test
msgbus-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test
msgbus-api-swagger-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test
NetworkWatcher_australiaeast,Network Watcher,networkwatcherrg,Australia East,Cashapp Dev/Test
NetworkWatcher_australiaeast,Network Watcher,networkwatcherrg,Australia East,Dataapp Dev/Test
NetworkWatcher_australiasoutheast,Network Watcher,networkwatcherrg,Australia Southeast,Cashapp Dev/Test
NetworkWatcher_brazilsouth,Network Watcher,networkwatcherrg,Brazil South,Cashapp Dev/Test
NetworkWatcher_canadacentral,Network Watcher,networkwatcherrg,Canada Central,Cashapp Dev/Test
NetworkWatcher_canadaeast,Network Watcher,networkwatcherrg,Canada East,Cashapp Dev/Test
NetworkWatcher_centralindia,Network Watcher,networkwatcherrg,Central India,Cashapp Dev/Test
NetworkWatcher_centralus,Network Watcher,networkwatcherrg,Central US,DevOps Dev/Test
NetworkWatcher_centralus,Network Watcher,networkwatcherrg,Central US,Cashapp UAT
NetworkWatcher_centralus,Network Watcher,networkwatcherrg,Central US,Cashapp Dev/Test
NetworkWatcher_centralus,Network Watcher,networkwatcherrg,Central US,Dataapp Dev/Test
NetworkWatcher_eastasia,Network Watcher,networkwatcherrg,East Asia,Cashapp Dev/Test
NetworkWatcher_eastus,Network Watcher,networkwatcherrg,East US,Cashapp Dev/Test
NetworkWatcher_eastus,Network Watcher,networkwatcherrg,East US,Dataapp Dev/Test
NetworkWatcher_eastus2,Network Watcher,networkwatcherrg,East US 2,Cashapp Dev/Test
NetworkWatcher_francecentral,Network Watcher,networkwatcherrg,France Central,Cashapp Dev/Test
NetworkWatcher_japaneast,Network Watcher,networkwatcherrg,Japan East,Cashapp Dev/Test
NetworkWatcher_japanwest,Network Watcher,networkwatcherrg,Japan West,Cashapp Dev/Test
NetworkWatcher_koreacentral,Network Watcher,networkwatcherrg,Korea Central,Cashapp Dev/Test
NetworkWatcher_koreasouth,Network Watcher,networkwatcherrg,Korea South,Cashapp Dev/Test
NetworkWatcher_northcentralus,Network Watcher,networkwatcherrg,North Central US,Cashapp Dev/Test
NetworkWatcher_northeurope,Network Watcher,networkwatcherrg,North Europe,Cashapp Dev/Test
NetworkWatcher_southcentralus,Network Watcher,networkwatcherrg,South Central US,Cashapp Dev/Test
NetworkWatcher_southeastasia,Network Watcher,networkwatcherrg,Southeast Asia,Cashapp Dev/Test
NetworkWatcher_southindia,Network Watcher,networkwatcherrg,South India,Cashapp Dev/Test
NetworkWatcher_uksouth,Network Watcher,networkwatcherrg,UK South,Cashapp Dev/Test
NetworkWatcher_ukwest,Network Watcher,networkwatcherrg,UK West,Cashapp Dev/Test
NetworkWatcher_westcentralus,Network Watcher,networkwatcherrg,West Central US,Cashapp Dev/Test
NetworkWatcher_westcentralus,Network Watcher,networkwatcherrg,West Central US,Dataapp Dev/Test
NetworkWatcher_westeurope,Network Watcher,networkwatcherrg,West Europe,Cashapp Dev/Test
NetworkWatcher_westindia,Network Watcher,networkwatcherrg,West India,Cashapp Dev/Test
NetworkWatcher_westus,Network Watcher,networkwatcherrg,West US,Cashapp Dev/Test
NetworkWatcher_westus,Network Watcher,networkwatcherrg,West US,Dynamics Dev/Test
NetworkWatcher_westus,Network Watcher,networkwatcherrg,West US,Dataapp Dev/Test
NetworkWatcher_westus2,Network Watcher,networkwatcherrg,West US 2,Cashapp Dev/Test
NetworkWatcher_westus2,Network Watcher,networkwatcherrg,West US 2,Dataapp Dev/Test
NSG_java11machine,Network security group,devops-images,West US 2,Cashapp Dev/Test
office365,API Connection,fa-dev-sample-sb-conn,Central US,Cashapp Dev/Test
office365,API Connection,la-platform-orchestrator,West US 2,Cashapp Dev/Test
office365,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
office365,API Connection,fa-dev-logic,Central US,Dataapp Dev/Test
office365,API Connection,fa-qa-logic,Central US,Dataapp Dev/Test
office365,API Connection,fa-uat-logic,Central US,Dataapp Dev/Test
office365,API Connection,la-platform-orchestrator,West US 2,Dataapp Dev/Test
office365,API Connection,usdt-Dataapp-csdev-logic-centralus-rg-001,Central US,Dataapp Dev/Test
office365-1,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
office365-1,API Connection,fa-qa-infrastructure,Central US,Dataapp Dev/Test
office365-2,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
office365-3,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
oidcissuer17ffa6bf,Storage account,usdt-aks-devops-centralus-oidc-issuer,Central US,DevOps Dev/Test
outbound api v2  v2  oas3-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test
outbound-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test
outbound-api-swagger-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test
pagerduty,API Connection,devops,West Central US,Cashapp Dev/Test
pagerduty-1,API Connection,devops,West Central US,Cashapp Dev/Test
pbi-import-report,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test
pbi-instance-auth,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test
pbi-instance-details,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test
pbi-pbimaster-auth,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test
pbi-report-metadata,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test
pbi-report-parameters,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test
pbireports,Storage account,pbi-deployment-rg,West Central US,Dataapp Dev/Test
period-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
period-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
period-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
period-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
period-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
period-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
periof-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
pkrosdh2n46jqbb,Disk,devops-build,Central US,Dataapp Dev/Test
platform reports api-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test
platform security api  v1-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test
privatelink.blob.core.windows.net,Private DNS zone,usdt-Dataapp-csdev-sftp-centralus-rg-001,Global,Dataapp Dev/Test
privatelink.blob.core.windows.net,Private DNS zone,usdt-Dataapp-test-sftp-centralus-rg-001,Global,Dataapp Dev/Test
provisioning metadata api service  v1-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test
PublicIP-LB-FE,Public IP address,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test
qa-Cashapp,Function App,qa-Cashapp,West Central US,Cashapp Dev/Test
qaCashapp80bf,Storage account,qa-Cashapp,West Central US,Cashapp Dev/Test
rate-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
rate-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
rate-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
rate-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
rate-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
rate-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
rate-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
rateset data-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
rateset-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
rateset-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
rateset-data-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
rateset-data-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
rateset-data-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
rateset-data-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
rateset-data-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
rateset-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
rateset-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
rateset-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
rateset-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
rateset-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
ratesetdata-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
ratesource app-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
ratesource-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
ratesource-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
ratesource-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
ratesource-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
ratesource-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
ratesource-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
reefinitive-dss-get-interest-rates,Logic app,tr_dss,West US,Cashapp Dev/Test
report data-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test
report data-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test
report-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
report-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
report-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
report-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
report-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
